bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,yr_built,price
4,2.5,2240,9826,1,4,1988,220000
2,1,890,2100,1,4,1919,460000
3,3.25,2940,5432,3,4,1978,1712500
3,1.5,1220,7300,1,3,1973,175000
3,2.25,2670,7500,1,4,1966,465000
3,1,1120,2300,1,4,1912,552000
4,2.75,3130,139392,2,4,1981,565000
4,2.5,1740,7500,1,4,1976,518000
4,3.5,3290,5414,2,3,2006,899950
3,1,1770,5720,1.5,4,1926,373000
4,2.5,2960,5054,2,3,2006,385000
2,1,1200,4880,1,3,1943,245000
4,2,2400,6000,2,3,1913,375000
4,3.5,2690,6164,2,3,2002,699850
6,2.25,3550,11780,1,4,1948,450000
2,1.5,1310,12196,1.5,3,1970,455000
4,2.75,2610,4160,3,5,1910,650000
5,2.5,2760,8015,1,4,1960,378000
3,2,1410,7998,1,4,1940,220000
4,1.75,1960,7950,1,4,1967,285500
3,2.5,1212,1174,3,3,2004,340000
4,1.5,2220,9496,1,4,1954,921000
4,2.5,2040,109336,1.5,4,1973,375000
4,2.75,2800,19168,2,3,1992,999000
3,1.5,2040,6000,1,3,1957,335000
4,2.5,3070,34412,1,4,1950,1920000
2,1,830,26329,1,4,1928,385000
4,3.5,4140,7089,2,3,2003,850000
5,2.5,2340,4500,2,3,2009,429000
3,2.25,1420,1282,3,3,2006,523950
3,2.75,2670,3738,1,3,2013,798800
3,2.5,1880,6008,2,3,2009,284000
4,3.25,3450,6184,2,3,2014,852880
3,2.25,1200,1400,3,3,2005,320000
4,3.25,3430,9870,2,3,2014,749995
3,2.5,1350,1186,2,3,2007,468500
5,2.5,2570,9962,2,3,2006,492500
4,3.5,2840,4637,3,3,2008,685000
4,2.5,2650,5600,2,3,2014,542525
3,2,1980,2674,3,3,2007,435000
3,1.75,1280,7524,1.5,4,1988,242000
4,2.5,2610,7091,2,3,1987,325000
5,2.75,3010,12611,2,3,1994,837700
1,1,930,7129,1,3,1948,210000
3,1.5,1180,7000,1,4,1977,187500
5,1,1710,9100,1.5,4,1926,560000
3,2,1380,7476,1,3,1989,272000
3,1.75,1190,7280,1,4,1968,235000
3,2,1870,5909,1,3,1986,259000
5,3.5,3130,4797,2,3,2014,866059
2,1,900,5100,1,4,1909,473000
3,1.5,1880,7400,1,3,1968,405000
4,4.25,3010,4887,2,4,1951,870000
3,2.25,2280,5750,1,4,1985,475000
3,2.5,2970,21907,2,3,1998,499500
2,2.5,1620,3196,2,3,2008,386000
4,1.5,1550,3000,1.5,3,1918,458000
3,1.75,2240,78225,2,5,1976,550000
3,2.5,2830,6536,2,3,1989,605500
3,2.5,2890,21780,2,3,2000,421000
4,2.25,1990,5948,2,3,1991,536000
3,1.75,1370,8719,1,3,1982,247200
2,1.5,1088,1360,2,3,1983,250000
4,1.75,1740,9344,1,3,1978,204950
3,2,1730,9000,1,3,1978,430000
4,2.5,1800,8100,2,3,1998,250000
3,1.75,1440,12888,1,3,1958,260000
4,1,1720,2800,1.5,4,1926,547000
5,3.5,2800,7350,2,3,1995,379900
3,2.5,2300,6009,1,3,2005,738500
4,2.25,2030,11585,1,4,1967,545000
2,1,740,6180,1,3,1948,342000
5,6.75,9640,13068,1,3,1983,4668000
4,1,1920,13787,1,4,1966,170000
4,2.5,2490,12929,2,3,1983,616000
3,2,1380,4800,1,3,1948,640000
3,2.5,1530,9406,1,3,1993,332000
3,3.25,2420,1923,2,3,2006,1010000
4,2.5,2150,37647,2,3,1991,380000
4,2,1610,9600,1,5,1967,415000
4,3.5,2650,3060,2,3,2001,1008000
4,2.75,2700,35362,2,5,1976,669000
3,1.5,1270,20700,1,2,1948,260000
4,2.75,3150,38865,1,3,1986,854000
3,2.25,2010,10760,2,3,1985,605000
3,1,860,5060,1.5,3,1927,320000
3,2,1410,7466,1,3,1983,229950
3,1.75,1700,7532,1,3,1987,255000
4,2.5,2570,6251,2,3,2000,1170000
2,2.25,1230,932,2,3,2004,479000
4,3.5,4170,9748,2,3,2004,1200000
3,2.5,1180,1262,3,3,2010,472000
3,1.5,1430,7347,1,3,1980,198000
4,2,1450,8400,1.5,4,1962,440000
3,1.75,2180,7700,1,3,1961,506000
4,2.5,2210,7079,2,3,1993,382500
2,1.5,1480,7276,1,4,1978,269500
3,2,2340,3477,1,5,1971,560000
4,3.5,3860,18334,2,3,1996,840000
3,2.75,2300,4637,2,3,2008,479500
3,1.5,1450,7375,1,3,1968,402000
2,2.5,1380,953,3,3,2006,549000
4,2.5,2470,3811,2,3,1999,449950
4,1.75,2030,18295,1.5,4,1975,493000
4,0.75,1440,13300,1,3,1948,142500
3,1.75,1160,6134,1,3,1998,250000
3,1,1580,3840,2,3,1908,729000
2,2.75,1430,1425,2,3,2006,465000
2,2,1494,19271,2,3,1943,465000
4,2.25,1930,7207,1,4,1988,280000
6,1.75,2740,6360,1,3,1953,675000
3,2,1880,3800,1,5,1927,667500
3,2.5,2590,7720,2,3,1988,809000
3,2.25,2140,11266,2,3,1986,400000
4,2,1870,6000,1.5,3,1956,310000
2,1,1230,3800,1,3,1928,435000
4,2.5,2340,6896,2,3,2001,465950
3,2.25,2880,7599,1,3,1958,1538000
3,1.5,880,6600,1,5,1945,253000
3,2.5,3040,7232,2,3,2003,330000
4,1,1120,7104,1.5,3,1946,554000
3,2,1380,3600,3,3,2013,350000
4,2.5,1660,9760,2,3,1994,294999
3,2.75,2500,5568,2,5,1905,1185001
4,2.5,2940,10382,2,4,1991,752000
4,2.5,1670,3315,2,3,2005,451000
4,2.75,2630,7505,2,3,1994,725000
4,2.75,2250,7412,1,4,1975,345000
3,1,1320,7000,1,4,1967,206000
4,3.75,4100,22798,1.5,5,1934,2027000
3,3.25,4340,4947,2,3,1993,2475000
4,3,3700,20570,1,4,1976,1728000
5,2,2700,10875,1,4,1962,580000
3,1,980,7200,1,4,1950,430000
4,2.5,2650,11520,2,3,1988,720000
7,4.25,3670,4000,2,3,1964,824000
3,1.75,2960,12420,1,4,1952,936000
4,2.75,3070,7201,2,3,2006,535000
3,2.5,1413,3600,2,3,2011,286800
2,2.5,1260,1347,3,3,2005,350000
3,2.5,1680,2229,2,3,2007,345000
3,2.25,1230,1238,2,3,2009,435000
3,3.5,4360,6240,2,3,2008,1555000
4,4,4420,16526,2,3,2013,1325000
3,3.25,2770,6278,2,3,2006,461000
3,2.25,2910,10204,2,3,1990,770000
4,3.25,4290,12103,1,3,1997,1384000
3,2.5,1600,26977,2,3,2005,330000
4,2.5,1820,6753,2,3,1994,322500
6,5,6050,230652,2,3,2001,1600000
3,1.75,1700,8432,1,3,1977,475000
2,1,790,11234,1,4,1942,250275
3,2.25,1720,9000,1,4,1969,274500
3,1,990,10723,1,5,1960,284950
4,1.75,1770,9011,1,5,1983,264950
3,2,1260,8092,1,3,1986,242000
4,2.5,3640,10576,2,3,1999,913000
3,1.75,2040,6000,1,5,1958,555000
4,1.75,1980,10800,1,5,1948,711000
5,2.5,3600,17300,1,4,1968,403500
4,2.5,4270,43386,1,3,1991,975000
4,2,2030,9600,1.5,3,1947,253779
3,3.25,1689,1388,3,3,2008,384400
5,2.75,2870,4461,1,3,1976,646000
3,1.75,1270,4800,1,3,1952,415000
4,2.5,2790,7938,2,3,1997,764000
5,3.25,3850,16249,2,3,2002,507000
3,2.5,1560,9361,1.5,4,1936,545500
3,1.75,1180,4080,1,4,1928,450000
4,1.75,1820,8118,1,4,1980,264000
5,1.75,1260,4500,1.5,3,1926,650000
3,2.5,2640,6715,2,3,1991,365000
2,1,1100,4200,1,3,1954,343566
3,2.5,1950,6871,2,3,1997,375000
3,2,1380,8682,1,4,1966,295000
3,2.75,2200,7000,1,4,1977,325000
4,1.5,2050,7100,1,3,1963,265000
5,3,2795,15101,2,3,1996,562000
4,2.5,2050,34222,2,4,1989,540000
4,3,6430,27517,2,3,2001,4489000
5,1.75,2150,7171,1,4,1970,279950
3,1.75,1970,8200,1,5,1963,540000
4,2.5,2660,12672,1,4,1960,310000
1,1,720,4800,1,3,1914,190000
4,2.5,2410,4780,2,3,2000,440000
3,2,2020,5500,1.5,3,1937,1400000
2,1,1080,9435,1,3,1958,230000
3,1.75,1180,14292,1,3,1981,455000
2,1,660,5000,1,3,1915,175000
3,1.75,2920,9370,1,4,1981,650000
4,4.25,4850,12445,2,5,1989,3000000
3,1,1080,8580,1.5,3,1900,192500
3,1.75,1670,6900,1,3,1978,239950
6,1,1370,5080,1.5,3,1931,175000
5,3.5,3450,28324,1,5,1972,850000
4,2,1970,10500,1,3,1961,410000
4,2.5,2290,6738,2,3,1996,570000
5,2.5,2240,7543,1,3,1966,469000
2,1,1240,6400,1,4,1938,559000
3,2.5,2420,43177,2,4,1989,739888
5,3.5,3260,58806,2,4,1969,568450
2,1,670,10920,1,3,1942,240000
5,3.25,3160,10000,2,4,1980,574950
3,2.25,1990,6350,2,3,1967,180000
4,3.5,4680,9700,2,3,2005,1160000
3,2.5,1700,3575,2,3,2000,300000
4,2.5,2807,9430,2,3,1996,630000
4,1.75,1770,9375,1,4,1968,507000
4,2.5,2570,9000,1,4,1979,287500
3,3,3450,16200,2,3,1983,688000
3,2,1670,7700,1,3,1972,424000
3,1.75,1050,6150,1.5,4,1928,400000
4,2.5,1910,7683,2,3,1987,620000
3,1,910,7700,1,4,1971,300000
5,2.25,2480,12070,2,3,1978,615000
2,1.5,1820,8867,2,3,1921,206000
4,2.5,2920,7700,2,3,2003,515500
5,2.25,1870,11411,1,4,1961,554000
4,3.5,3810,9792,2,3,1938,825000
4,2.25,2190,4080,2,3,1918,855000
3,2.5,1730,6368,2,3,1993,315000
5,2.5,2220,9360,1,4,1968,299000
3,1.5,1320,8114,1,3,1951,650000
3,1.75,1510,4800,1,3,1925,465000
3,2,2120,4080,2,3,2003,535000
2,2,1690,4500,1,3,2004,564000
3,3.5,1360,1419,2,3,2007,515000
4,2.5,3250,5000,2,3,2008,580000
3,2.25,1490,1294,2,3,2010,309000
3,1.75,1930,6360,1,3,2013,536751
4,2.5,2020,5501,2,3,2010,415000
3,2.25,1584,2800,2,3,2012,267000
4,2.5,3170,8523,2,3,2008,820000
4,2.75,3870,10046,2,3,2005,1399950
2,2.5,1430,923,3,3,2008,485000
3,3.25,1380,1120,3,3,2008,482000
4,2.5,2610,4595,2,3,2008,535000
3,3.25,1540,1428,3,3,2013,690000
3,2.5,1940,9000,1,4,1948,576000
3,2.5,2160,3000,1.5,3,1909,378750
4,1.75,1530,8750,1.5,4,1968,269900
3,2,1440,7210,1,3,1983,210000
4,2.5,2640,8625,2,3,1987,429900
4,3.25,3620,5131,2,4,1927,1525000
4,2.5,2850,4650,2,3,2004,360000
2,1,1260,4377,1,4,1947,405000
3,1.75,1610,11200,1,3,1955,450000
3,2,1360,5980,1.5,3,1945,703000
4,2.5,2496,8058,2,3,1998,661000
4,2.25,2160,9593,1,3,1969,580000
3,1,1320,3625,2,3,1900,464000
2,2.5,2540,7089,2,3,2004,945000
4,3,2620,18362,1,4,1956,659500
3,1.5,1140,8340,1,3,1960,200000
3,2,1790,42399,1,4,1990,280000
4,2.5,2440,3600,2.5,4,1902,1325000
3,2,2140,7200,1,4,1966,346150
3,1,1330,5412,2,5,1905,197500
4,2.5,2590,7910,2,3,2001,799000
4,4.5,4750,13912,2,3,2005,1309500
2,1,1620,9205,1,5,1921,350000
4,2.5,2440,34290,2,3,1987,720000
3,2.75,2020,10744,1,5,1954,519000
3,1.5,1470,7200,2,4,1907,590300
5,4.75,5990,10450,2,3,2002,2200000
6,2.75,2520,9324,1,4,1962,410000
2,1.75,1440,4225,1,3,2005,437000
3,2.25,1640,7350,1,3,1984,221000
4,2.25,2150,20181,1,3,1963,380000
2,1,1570,8210,1,4,1952,506000
4,1,1980,10350,1,4,1968,395000
3,1,1210,4731,1.5,3,1901,285000
3,1.75,1900,3000,1.5,5,1903,311000
3,1.75,1940,219527,1,3,1991,520000
3,1.75,1310,8065,1,4,1948,435000
2,1,990,39964,1,2,1945,120000
3,3.5,3870,3819,2,3,2002,1440000
3,2,1340,4320,1,3,1912,186000
4,2.25,2160,5600,1,5,1947,756000
4,2,2080,13510,1,3,1950,248000
3,2,1300,11374,1.5,5,1933,287000
4,2.5,2610,8031,2,3,1998,510000
3,1,1050,8498,1,4,1959,249000
3,2.5,2480,6112,2,3,2004,340000
4,2.25,1820,8255,1.5,4,1930,399888
3,1.75,1170,8740,1,4,1968,440000
4,2.25,2370,6000,1,3,1959,899000
5,3.75,3090,7415,2,3,2014,540500
3,1.75,2310,11200,1,4,1978,385000
4,2.25,2060,10358,1,4,1962,558000
3,2,2540,237402,1,3,2007,600000
4,2.5,2400,7693,2,3,2003,450000
3,1,1320,8450,1,3,1961,232500
2,1,790,6600,1,3,1949,436000
4,2,1790,14690,1,4,1960,240000
3,2.25,1820,7326,2,3,1983,489950
6,2,1670,3000,1,5,1911,680000
5,3.5,3990,9938,2,3,2001,1068000
3,2,1430,6000,1,5,1945,352450
4,2,2030,103672,1,4,1969,335000
4,1.75,1290,3060,2,4,1906,549000
4,3.5,3820,13224,2,3,1990,1240000
4,3.25,2520,3360,1.5,4,1931,618250
5,3,3880,13000,2,3,1972,1815000
2,1.75,1590,5136,1.5,3,1927,850000
5,2,3530,9385,1.5,3,1925,930000
3,2.5,1610,4611,2,3,1996,505000
4,2.5,3280,209088,2,3,1994,925000
3,1.75,1860,15681,1,4,1971,275000
3,1.75,1840,5000,1,4,1910,499000
3,2.5,2120,7201,2,3,2003,507000
4,2.5,2270,9247,1,5,1972,619850
3,2.5,2840,48716,1,3,1994,500000
4,1.5,1220,9600,1,3,1980,310000
4,2.5,2310,4079,2,3,2008,646000
3,1.75,1840,7300,1,3,1966,265000
3,2.5,950,1110,2,3,2003,475000
4,2.25,3070,8400,2,4,1970,600000
3,2,1730,38884,1,3,1997,470000
2,1,920,8341,1,3,1939,319950
3,2.75,3200,6699,2,3,2004,712000
4,2.75,3010,15992,2,3,1996,775000
3,2.25,1600,10240,1,3,1979,390000
4,2.5,2840,11044,2,3,2001,585000
3,2.5,2430,10500,2,3,1989,1027000
3,1.75,1750,11461,2,4,1976,232603
3,2.25,1240,949,3,3,2008,543000
3,3.25,1530,1612,3,3,2006,607500
3,3.5,3390,10078,2,3,2012,750000
3,2.5,2320,6775,1,3,2008,728050
4,2.5,2650,6884,2,3,2012,734990
3,2.5,2238,7209,2,3,2011,330000
4,2.5,2620,7553,2,3,1996,605000
3,2.75,1910,7280,1,3,1979,441000
4,2.5,3040,6587,2,3,2003,650000
7,3.5,4640,15235,2,3,1965,1950000
3,1,1500,4000,1,3,1925,395000
1,0.75,380,15000,1,3,1963,245000
4,3.5,2970,14486,2,3,1997,905000
4,3.25,3030,9273,2,5,1988,660000
4,2.5,1890,12236,1,3,1978,378000
2,1,1040,3600,1,4,1919,600000
4,2.5,2090,10306,2,3,1986,632500
2,2,1680,5756,2,4,1910,210000
2,2.5,2770,7781,2,3,2006,754800
2,1,1020,5130,1,4,1948,175000
3,2.25,1470,4653,2,4,1985,455000
3,2,1430,3480,1,3,1947,450000
4,1.75,2050,10920,1,3,1974,790000
4,1,2080,5500,1,3,1941,480000
3,2.25,2870,8170,2,3,1995,850000
4,3.25,3940,27591,2,3,2000,725000
3,1.5,1520,4288,1,3,1949,380000
3,1.5,1700,14133,1,4,1954,979000
3,2.25,1940,11612,1,4,1981,359950
4,2.25,2870,5453,2,4,1926,665900
3,3.25,3240,8338,2,3,2001,812000
3,1,1150,7156,1,4,1953,203000
3,1.5,1440,28516,1,4,1975,456000
5,2.5,2200,4080,1.5,5,1916,547000
3,2,1470,8089,1,3,1987,280000
2,1.75,1760,4400,1,4,1930,640000
3,1.75,1780,8085,1,3,1976,477000
4,2.25,2450,21000,1,4,1954,455000
3,3.5,1890,1710,2,3,1999,587206
3,2.5,2540,5612,2,3,1999,425000
4,1,1360,6000,1.5,3,1917,511500
2,2,1310,2841,2,3,2004,218000
3,2,1510,7884,1,3,1942,332000
3,1.5,1860,60960,1,4,1967,291000
4,2,2200,7700,1,3,1979,279000
4,2.5,3360,11548,2,3,1988,950000
3,2.75,2470,10125,2,3,1960,970500
2,1,1260,3960,1,3,1925,412000
3,1,1430,10005,1.5,4,1950,400000
3,2.25,1230,7420,1.5,5,1913,200000
4,2.5,2320,11717,2,3,1997,397000
4,2.5,3290,6628,2,3,2003,715000
4,2.5,2550,4770,2,3,2005,371000
3,2.5,1870,5013,2,3,2003,458000
5,3,3110,12429,1,3,1977,436500
3,2.5,1820,8085,2,3,1983,329950
3,3.25,3050,18892,1,4,1962,950000
4,2,1890,6302,2,3,1997,282000
1,1,800,16306,1,2,1931,250000
6,4.25,6900,244716,2,4,2002,1135000
4,1.75,2670,189486,2,3,1972,400000
5,2.75,3260,11700,1,3,1964,681500
2,1,860,6600,1,5,1949,200000
5,4,3366,7800,2.5,3,1937,1300000
5,3.25,3840,4800,3,3,2008,1462497
4,4.5,3850,13551,2,3,1998,995000
4,2.5,2040,8265,2,3,1996,355000
3,2.25,1790,10209,1,3,1967,425000
4,3,3740,30884,2,3,1988,869000
3,3.25,2660,4000,2,3,2003,915000
3,2.25,3230,17833,2,4,1973,2110000
4,2,3140,10437,1,4,1959,925000
6,4.5,5480,10800,2,4,1999,2400000
3,1,1160,3750,1.5,3,1910,390000
3,2.25,1860,11227,2,3,1995,330000
4,3,1630,7626,1,5,1990,482500
3,2.25,1750,1879,3,3,2001,525000
3,1,1300,8160,1,4,1960,237000
3,1,960,7314,1,5,1960,205000
3,2.5,1850,7777,2,5,1989,623000
4,2.75,3260,4900,2,3,2013,565000
4,2.25,2420,7927,1,4,1973,400000
3,1,1460,10000,1.5,3,2002,405000
4,3,2240,8504,2,3,1992,337000
2,1,1240,27042,1,3,1943,355000
3,2.25,2060,9552,1,4,1975,885000
5,2.75,2280,10319,1,3,1959,420000
4,2.5,2510,6853,2,3,2006,448000
4,2.75,3150,7035,2,3,2004,800000
5,2.25,2780,10192,2,4,1978,830000
6,1.75,2380,4080,2,3,1917,725000
3,2.25,2140,3000,2,3,1905,780000
2,1,840,4239,1,3,1948,325000
4,2.25,2170,9665,1,4,1976,488800
4,3.5,4410,36200,2,3,1989,1320000
4,2,2120,11479,1,4,1940,489000
7,5.5,6630,13782,2,3,2004,1240000
3,2.75,3290,22649,2,4,1993,595000
5,2.25,2290,7420,1,3,1973,359900
3,3,4910,43560,2,4,1989,1080000
4,2.75,3730,8014,2,3,2012,925000
3,2.5,2440,4800,2,3,2014,625000
3,2.5,2570,4600,2,3,2014,339990
4,2.5,2970,4400,2,3,2014,775950
5,3,2630,3149,2,3,2013,420000
3,3.25,1530,1565,2,3,2005,654000
3,3.5,3690,8837,2,3,2001,725000
2,1,1230,1820,2,4,1948,375000
3,2.5,2200,20000,1,3,1952,1100000
4,2.25,2330,8994,2,3,1986,639500
4,2,2160,6300,1.5,4,1928,849000
4,1.5,1550,9176,1,3,1956,418000
4,1.75,1780,2788,1,4,1943,442900
3,1.75,2610,5544,1.5,3,1934,750000
3,2.5,3290,6830,2,3,2000,930000
2,1.75,1330,6000,1,4,1914,565000
4,3.5,3530,14406,2,3,1987,874150
4,2.5,2090,6023,2,3,1990,545000
4,2.5,2040,8400,1,3,1963,500000
4,2.5,2370,10083,2,5,1966,687000
4,2.5,2810,10613,2,3,1989,810000
3,2.5,2050,40003,1,4,1977,439500
3,1.75,2870,5000,1.5,4,1907,802000
4,2.5,2130,7300,1,4,1963,732600
4,2.5,2580,6260,2,3,2004,374000
4,2.5,2380,13550,2,3,1999,330000
4,2,1940,25600,1,1,1962,365000
2,2,1610,17600,2,3,1930,290900
3,2.5,2060,5750,1,3,1976,577000
2,1,1010,3000,1,4,1925,280000
4,2.5,2810,11120,2,3,1982,675000
3,2.25,2380,11824,1,4,1972,800000
2,1,1060,7200,1,4,1951,299995
3,1.75,1560,7207,1,3,1983,440000
2,1.75,1500,8645,1,4,1963,249500
2,1,970,4560,1,4,1907,690000
3,1,1170,11100,1,4,1968,235000
3,2.5,2280,7417,2,3,1998,320000
7,3,2800,9569,1,3,1963,350000
4,1.5,1150,9360,1.5,3,1970,334000
6,3,2180,7956,2,3,1980,235000
4,2.5,2520,7253,2,3,1990,442000
3,1.75,1760,7482,1,4,1966,264000
2,1,1180,6552,1,4,1949,275000
2,1.5,950,4625,1,4,1949,430000
3,2.5,1900,3255,2,3,1988,550000
4,2.5,2300,6158,2,3,1999,775000
6,2.75,2660,8400,1,5,1962,603500
3,1,1530,389126,1.5,4,1919,230000
4,2.5,1850,5040,1,3,1930,449000
4,3.5,4230,20377,2,3,1997,2075000
3,2,1200,5029,1,3,1937,420000
4,2.25,2270,5102,1,5,1954,735000
3,1.5,1090,9600,1,4,1968,200000
3,2.75,1100,750,2,3,2008,286000
3,2.5,1640,1269,3,3,2009,579000
3,3.75,1950,8625,1,3,1959,345100
3,1.75,1660,10150,1.5,3,1957,350000
3,1,880,9238,1.5,5,1946,291500
3,2.5,1500,1375,2,3,2014,649950
3,2,1890,1599,2,3,2012,458500
3,1,1150,5100,2,3,1911,500000
3,2.5,2430,15264,2,3,1997,362300
4,1.75,2110,7208,1,3,1975,324000
3,2,2950,12196,2,4,1918,495000
3,2.25,1650,2958,2,3,1985,233500
3,2.25,2110,11319,2,4,1978,479000
4,2.25,2010,19000,2,4,1975,322200
4,2.5,3030,29163,2,3,1998,835000
3,1,1270,8400,1,3,1955,347000
3,1.75,1610,8613,1,5,1962,725000
3,1,1140,4200,2,4,1904,345000
3,2.5,2110,4118,2,3,1989,345950
3,1.75,1840,8086,1,4,1964,550000
3,1.75,1560,5223,1,4,1940,399950
3,1.75,1840,7412,1,4,1976,269500
4,2.5,1830,7345,1,4,1973,494000
4,1.75,2120,7420,1,4,1956,453000
3,1.75,1600,10280,1,3,1977,442500
4,1.75,1450,8891,1.5,3,1962,235000
3,1.75,1880,12821,1,3,1959,389800
3,1.75,1270,8100,1,3,1950,346000
4,1.5,1720,6417,1,3,1953,360000
4,2.5,2400,7351,2,3,1990,650000
3,1,1150,8145,1,4,1932,290000
2,1,870,11100,1,3,1940,234000
4,2.5,2000,37045,2,3,1989,260000
3,2,2420,38781,1,5,1949,349900
3,1,1080,6000,1,4,1952,275000
4,2.5,3420,30410,2,3,1988,725000
4,2.5,1870,7471,2,3,1990,375000
4,2.5,2500,206474,1,3,1997,806000
3,2.5,2150,8221,2,3,1992,470000
3,2.25,1470,2500,2,3,1984,490000
5,2,2130,4180,1.5,5,1926,615000
3,1,1000,19204,1,3,1968,249000
3,1.75,2390,7149,1,3,1955,396500
2,1,860,2599,1,4,1901,405000
3,2.5,1960,12476,2,4,1989,560000
4,2.5,2000,6107,2,3,2003,459950
3,1,1620,9450,1.5,3,1928,265000
6,2.5,2890,8122,1,3,1977,502000
3,1.75,1300,12731,1,3,1981,430000
2,1,1080,3500,1,3,1924,525000
4,2.5,2170,8518,1,3,1955,415000
3,2.5,2260,10153,2,3,1987,600000
3,1.75,1580,8820,1,4,1967,225000
4,2.5,2620,4469,2,3,2008,300000
4,2.5,1540,1860,2,3,2014,491234
4,2.5,4570,74487,2,5,1948,1580000
4,3.25,3440,7661,2,3,2006,905000
5,2.5,1740,8750,1,4,1959,199950
4,1.75,2160,4333,1,4,1942,450000
3,1,1480,6978,2,4,1949,899000
2,1.75,2260,280962,2,3,2005,649000
4,3.5,3910,59863,2,4,1987,780000
4,1.75,1700,20283,1.5,3,1965,400000
5,2.5,4470,35124,2.5,3,1984,831500
3,1.75,1800,6000,1,5,1905,471001
3,3.25,1630,1677,3,3,2007,385000
3,1,1030,9834,1,3,1969,326000
1,1,720,5100,1,3,1907,335000
4,1.5,1890,43560,1,4,1974,320000
4,2.5,1840,5550,2,3,2004,300000
4,2.5,2540,8400,2,5,1977,269950
4,3.75,3520,3944,1.5,5,1913,1220000
4,2.5,3220,7875,1.5,4,1966,590000
3,2,1820,5000,1.5,4,1941,750000
3,1.75,1230,9600,1,4,1984,239950
3,2,1340,8505,1,3,1931,215000
3,1,1200,13100,1,3,1943,165000
3,1.75,1390,18200,1,4,1962,261350
4,2,1730,3884,1,5,1924,569000
3,2.25,1580,39189,1,3,1992,425000
4,3,3520,4895,1,3,1954,800000
4,2.5,2650,30500,1,4,1960,715000
3,1.75,1310,12750,1,3,1993,337000
4,2.5,2300,7989,2,3,1990,560000
3,2.25,1780,7280,1,3,1972,449500
3,3.25,1980,2850,3,3,1987,660000
2,1.5,1300,1676,1,3,1943,685000
5,3.5,3500,10155,2,3,1996,905000
3,1,1830,8004,1,3,1960,403500
3,2.25,1520,1245,3,3,2004,405000
4,2.75,2700,37011,2,3,1984,385000
3,2.75,2810,18731,2,4,1974,1700000
3,2.5,1660,6263,2,3,2003,285000
3,2,1310,6738,1,4,1990,249900
4,3.5,2960,6000,2,3,2014,633634
3,2.5,2242,4995,2,3,2011,329900
3,2.5,2540,4775,2,3,2006,310000
3,1.5,1420,1192,2,3,2008,345000
3,1.5,1270,2356,2,3,2012,160797
3,2.25,1300,907,2,3,2006,562500
5,3,3190,7081,1,3,2013,664950
5,3.25,2910,5027,2,3,2013,515000
3,2.25,1630,3817,2,3,2005,497000
5,3,2300,8214,2,3,2013,312891
3,2.5,3310,5300,2,3,2008,670000
2,1.5,940,1768,2,3,2009,362500
2,0.75,1020,1350,2,3,2009,402101
3,1.75,1520,6380,1,3,1948,438000
4,1.75,2330,5000,1.5,4,1929,687500
3,1.5,1010,9600,1,4,1962,160000
3,1.75,1070,8000,1,3,1977,415000
3,2.5,3170,12750,2,3,1995,405000
4,2.5,3030,3841,3,3,2005,880000
3,2.5,2270,100545,2,3,1998,585000
4,2.5,2341,9594,2,3,1997,640000
3,3.5,2130,6150,2,5,1908,819000
3,1.75,2300,35722,1,3,1984,520000
3,1,1660,11783,1,4,1978,367500
4,2.75,2610,8760,1,4,1978,762500
3,1,2150,7007,1,3,1954,300000
3,2.5,2410,64073,1,4,1976,625000
2,1.5,1580,3680,1,3,1941,530000
3,2.5,1740,30886,2,3,1992,379000
2,1,1270,5000,1,3,1949,615000
2,2.25,2550,6000,2,5,1902,660000
3,2.25,1860,15559,2,4,1963,380000
4,1.75,2700,27072,1,3,1958,314900
3,1.5,1460,8710,1,3,1955,324950
3,1.75,1330,13102,1,3,1968,225000
3,2.5,2070,4132,2,3,1999,535000
3,1.5,1360,10726,1,4,1966,348500
4,2.5,2650,18295,2,3,1986,725000
4,3,3580,35261,1.5,3,1985,925000
2,1,2034,13392,1,5,1947,549000
3,2,1230,11413,1,3,1984,400000
4,2.5,2450,55387,2,3,1994,620000
6,2.75,2840,8346,1,5,1961,665000
4,3.75,3820,53574,1,3,1994,1215000
3,2.5,2740,5925,2,3,1913,1157400
4,2.5,2090,5289,2,3,1989,349950
5,4.75,6390,13180,2,3,1940,2466350
4,2,2470,5080,1.5,3,1948,339000
3,1.75,1720,4080,1,4,1924,615000
4,3.25,3090,9571,2,3,2004,751000
4,1.75,2320,3825,1.5,5,1926,941000
4,1.75,1740,7700,1,5,1968,600000
4,2.5,2950,4502,2,3,2005,455000
0,0,4810,28008,2,3,1990,1295648
3,2.5,1500,5412,1,5,1920,485000
3,1.5,1810,100188,1,5,1969,358000
3,1,1100,4128,1,4,1942,339000
3,1,1490,7435,1,3,1969,258000
2,1.5,1200,1259,2,3,2013,455000
4,2.5,1890,8505,1,3,1980,437000
3,1.75,2200,9840,1,5,1978,689000
4,2.5,2510,7992,1,3,1978,319000
3,2.25,1420,1309,3,3,2006,510000
3,1.75,2000,9900,1,4,1957,440000
2,2,1460,9052,1,5,1900,1010000
4,2.5,3220,22588,2,3,1996,875000
4,2,1310,8454,1,4,1953,304000
2,1,690,5280,1,4,1942,139000
3,1.75,1150,10466,1,5,1959,464500
3,1,1480,7284,1,3,1963,336500
